Produktgruppe;Produktgruppe Bezeichnung;E_A;Haushaltsposition;Jahr;Euro
1.21.16;Sportförderung;A;Versorgungsaufwendungen;2009;132.000,00
1.21.16;Sportförderung;A;Versorgungsaufwendungen;2010;132.000,00
1.21.16;Sportförderung;A;Versorgungsaufwendungen;2011;134.000,00
1.21.16;Sportförderung;A;Versorgungsaufwendungen;2012;132.000,00
1.21.16;Sportförderung;A;Versorgungsaufwendungen;2013;134.000,00
1.21.16;Sportförderung;E;Privatrechtliche Leistungsentgelte;2008;92.199,07
1.21.16;Sportförderung;E;Sonstige ordentliche Erträge;2008;47.902,25
1.21.18;Archäologisches Museum;A;Abschreibungen;2008;213.593,43
1.21.18;Archäologisches Museum;A;Abschreibungen;2009;201.000,00
1.21.18;Archäologisches Museum;A;Abschreibungen;2010;184.388,00
1.21.18;Archäologisches Museum;A;Abschreibungen;2011;184.314,50
1.21.18;Archäologisches Museum;A;Abschreibungen;2012;180.000,00
1.21.18;Archäologisches Museum;A;Abschreibungen;2013;164.000,00
1.21.18;Archäologisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2008;965.504,70
1.21.18;Archäologisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2009;560.000,00
1.21.18;Archäologisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2010;547.000,00
1.21.18;Archäologisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2011;547.000,00
1.21.18;Archäologisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2012;697.000,00
1.21.18;Archäologisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2013;1.547.000,00
1.21.18;Archäologisches Museum;A;Personalaufwendungen;2008;975.801,27
1.21.18;Archäologisches Museum;A;Personalaufwendungen;2009;1.010.000,00
1.21.18;Archäologisches Museum;A;Personalaufwendungen;2010;1.052.000,00
1.21.18;Archäologisches Museum;A;Personalaufwendungen;2011;1.052.000,00
1.21.18;Archäologisches Museum;A;Personalaufwendungen;2012;1.052.000,00
1.21.18;Archäologisches Museum;A;Personalaufwendungen;2013;1.052.000,00
1.21.18;Archäologisches Museum;A;Sonstige ordentliche Aufwendungen;2008;293,00
1.21.18;Archäologisches Museum;A;Sonstige ordentliche Aufwendungen;2009;1.000,00
1.21.18;Archäologisches Museum;A;Sonstige ordentliche Aufwendungen;2010;1.000,00
1.21.18;Archäologisches Museum;A;Sonstige ordentliche Aufwendungen;2011;1.000,00
1.21.18;Archäologisches Museum;A;Sonstige ordentliche Aufwendungen;2012;1.000,00
1.21.18;Archäologisches Museum;A;Sonstige ordentliche Aufwendungen;2013;1.000,00
1.21.18;Archäologisches Museum;A;Versorgungsaufwendungen;2008;160.778,56
1.21.18;Archäologisches Museum;A;Versorgungsaufwendungen;2009;173.000,00
1.21.18;Archäologisches Museum;A;Versorgungsaufwendungen;2010;171.000,00
1.21.18;Archäologisches Museum;A;Versorgungsaufwendungen;2011;179.000,00
1.21.18;Archäologisches Museum;A;Versorgungsaufwendungen;2012;179.000,00
1.21.18;Archäologisches Museum;A;Versorgungsaufwendungen;2013;179.000,00
1.21.18;Archäologisches Museum;E;Außerordentliche Erträge;2008;1.262,06
1.21.18;Archäologisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;24.987,00
1.21.18;Archäologisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2009;24.000,00
1.21.18;Archäologisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2010;12.200,00
1.21.18;Archäologisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2011;984,00
1.21.18;Archäologisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2012;0,00
1.21.18;Archäologisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2013;0,00
1.21.18;Archäologisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;31.450,00
1.21.18;Archäologisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2009;58.000,00
1.21.18;Archäologisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2010;38.000,00
1.21.18;Archäologisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2011;38.000,00
1.21.18;Archäologisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2012;38.000,00
1.21.18;Archäologisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2013;38.000,00
1.21.18;Archäologisches Museum;E;Privatrechtliche Leistungsentgelte;2008;87.735,99
1.21.18;Archäologisches Museum;E;Privatrechtliche Leistungsentgelte;2009;118.000,00
1.21.18;Archäologisches Museum;E;Privatrechtliche Leistungsentgelte;2010;125.000,00
1.21.18;Archäologisches Museum;E;Privatrechtliche Leistungsentgelte;2011;125.000,00
1.21.18;Archäologisches Museum;E;Privatrechtliche Leistungsentgelte;2012;125.000,00
1.21.18;Archäologisches Museum;E;Privatrechtliche Leistungsentgelte;2013;125.000,00
1.21.18;Archäologisches Museum;E;Sonstige ordentliche Erträge;2008;23.555,38
1.21.18;Archäologisches Museum;E;Sonstige ordentliche Erträge;2009;2.000,00
1.21.18;Archäologisches Museum;E;Sonstige ordentliche Erträge;2010;2.000,00
1.21.18;Archäologisches Museum;E;Sonstige ordentliche Erträge;2011;2.000,00
1.21.18;Archäologisches Museum;E;Sonstige ordentliche Erträge;2012;2.000,00
1.21.18;Archäologisches Museum;E;Sonstige ordentliche Erträge;2013;2.000,00
1.21.21;Historisches Museum;A;Abschreibungen;2008;103.666,24
1.21.21;Historisches Museum;A;Abschreibungen;2009;77.000,00
1.21.21;Historisches Museum;A;Abschreibungen;2010;160.893,79
1.21.21;Historisches Museum;A;Abschreibungen;2011;370.877,50
1.21.21;Historisches Museum;A;Abschreibungen;2012;567.000,00
1.21.21;Historisches Museum;A;Abschreibungen;2013;553.000,00
1.21.21;Historisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2008;2.565.599,00
1.21.21;Historisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2009;2.070.000,00
1.21.21;Historisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2010;2.455.000,00
1.21.21;Historisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2011;3.376.000,00
1.21.21;Historisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2012;2.160.000,00
1.21.21;Historisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2013;2.160.000,00
1.21.21;Historisches Museum;A;Personalaufwendungen;2008;1.463.448,85
1.21.21;Historisches Museum;A;Personalaufwendungen;2009;1.775.000,00
1.21.21;Historisches Museum;A;Personalaufwendungen;2010;1.864.000,00
1.21.21;Historisches Museum;A;Personalaufwendungen;2011;1.864.000,00
1.21.21;Historisches Museum;A;Personalaufwendungen;2012;1.864.000,00
1.21.21;Historisches Museum;A;Personalaufwendungen;2013;1.864.000,00
1.21.21;Historisches Museum;A;Sonstige ordentliche Aufwendungen;2008;3.839,76
1.21.21;Historisches Museum;A;Sonstige ordentliche Aufwendungen;2009;4.000,00
1.21.21;Historisches Museum;A;Sonstige ordentliche Aufwendungen;2010;4.000,00
1.21.21;Historisches Museum;A;Sonstige ordentliche Aufwendungen;2011;4.000,00
1.21.21;Historisches Museum;A;Sonstige ordentliche Aufwendungen;2012;4.000,00
1.21.21;Historisches Museum;A;Sonstige ordentliche Aufwendungen;2013;4.000,00
1.21.21;Historisches Museum;A;Versorgungsaufwendungen;2008;266.620,80
1.21.21;Historisches Museum;A;Versorgungsaufwendungen;2009;218.000,00
1.21.21;Historisches Museum;A;Versorgungsaufwendungen;2010;218.000,00
1.21.21;Historisches Museum;A;Versorgungsaufwendungen;2011;230.000,00
1.21.21;Historisches Museum;A;Versorgungsaufwendungen;2012;230.000,00
1.21.21;Historisches Museum;A;Versorgungsaufwendungen;2013;230.000,00
1.21.21;Historisches Museum;E;Außerordentliche Erträge;2008;558,87
1.21.21;Historisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;21.632,00
1.21.21;Historisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2009;17.000,00
1.21.21;Historisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2010;12.986,00
1.21.21;Historisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2011;8.531,00
1.21.21;Historisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2012;2.000,00
1.21.21;Historisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2013;0,00
1.21.21;Historisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;328.067,77
1.21.21;Historisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2009;300.000,00
1.21.21;Historisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2010;400.000,00
1.21.21;Historisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2011;130.000,00
1.21.21;Historisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2012;130.000,00
1.21.21;Historisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2013;130.000,00
1.21.21;Historisches Museum;E;Privatrechtliche Leistungsentgelte;2008;419.076,15
1.21.21;Historisches Museum;E;Privatrechtliche Leistungsentgelte;2009;290.000,00
1.21.21;Historisches Museum;E;Privatrechtliche Leistungsentgelte;2010;420.000,00
1.21.21;Historisches Museum;E;Privatrechtliche Leistungsentgelte;2011;395.000,00
1.21.21;Historisches Museum;E;Privatrechtliche Leistungsentgelte;2012;395.000,00
1.21.21;Historisches Museum;E;Privatrechtliche Leistungsentgelte;2013;395.000,00
1.21.21;Historisches Museum;E;Sonstige ordentliche Erträge;2008;43.122,37
1.21.21;Historisches Museum;E;Sonstige ordentliche Erträge;2009;15.000,00
1.21.21;Historisches Museum;E;Sonstige ordentliche Erträge;2010;20.000,00
1.21.21;Historisches Museum;E;Sonstige ordentliche Erträge;2011;20.000,00
1.21.21;Historisches Museum;E;Sonstige ordentliche Erträge;2012;20.000,00
1.21.21;Historisches Museum;E;Sonstige ordentliche Erträge;2013;20.000,00
1.21.22;Museum für Angewandte Kunst;A;Abschreibungen;2008;248.955,11
1.21.22;Museum für Angewandte Kunst;A;Abschreibungen;2009;234.000,00
1.21.22;Museum für Angewandte Kunst;A;Abschreibungen;2010;239.845,06
1.21.22;Museum für Angewandte Kunst;A;Abschreibungen;2011;235.412,00
1.21.22;Museum für Angewandte Kunst;A;Abschreibungen;2012;230.000,00
1.21.22;Museum für Angewandte Kunst;A;Abschreibungen;2013;229.000,00
1.21.22;Museum für Angewandte Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2008;2.724.848,85
1.21.22;Museum für Angewandte Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2009;3.751.000,00
1.21.22;Museum für Angewandte Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2010;3.426.000,00
1.21.22;Museum für Angewandte Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2011;1.741.000,00
1.21.22;Museum für Angewandte Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2012;1.741.000,00
1.21.22;Museum für Angewandte Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2013;1.741.000,00
1.21.22;Museum für Angewandte Kunst;A;Personalaufwendungen;2008;1.282.899,30
1.21.22;Museum für Angewandte Kunst;A;Personalaufwendungen;2009;1.279.000,00
1.21.22;Museum für Angewandte Kunst;A;Personalaufwendungen;2010;1.354.000,00
1.21.22;Museum für Angewandte Kunst;A;Personalaufwendungen;2011;1.354.000,00
1.21.22;Museum für Angewandte Kunst;A;Personalaufwendungen;2012;1.354.000,00
1.21.22;Museum für Angewandte Kunst;A;Personalaufwendungen;2013;1.354.000,00
1.21.22;Museum für Angewandte Kunst;A;Sonstige ordentliche Aufwendungen;2008;2.944,44
1.21.22;Museum für Angewandte Kunst;A;Sonstige ordentliche Aufwendungen;2009;3.000,00
1.21.22;Museum für Angewandte Kunst;A;Sonstige ordentliche Aufwendungen;2010;3.000,00
1.21.22;Museum für Angewandte Kunst;A;Sonstige ordentliche Aufwendungen;2011;3.000,00
1.21.22;Museum für Angewandte Kunst;A;Sonstige ordentliche Aufwendungen;2012;3.000,00
1.21.22;Museum für Angewandte Kunst;A;Sonstige ordentliche Aufwendungen;2013;3.000,00
1.21.22;Museum für Angewandte Kunst;A;Versorgungsaufwendungen;2008;343.723,13
1.21.22;Museum für Angewandte Kunst;A;Versorgungsaufwendungen;2009;383.000,00
1.21.22;Museum für Angewandte Kunst;A;Versorgungsaufwendungen;2010;383.000,00
1.21.22;Museum für Angewandte Kunst;A;Versorgungsaufwendungen;2011;392.000,00
1.21.22;Museum für Angewandte Kunst;A;Versorgungsaufwendungen;2012;392.000,00
1.21.22;Museum für Angewandte Kunst;A;Versorgungsaufwendungen;2013;392.000,00
1.21.22;Museum für Angewandte Kunst;E;Außerordentliche Erträge;2008;5.019,40
1.21.22;Museum für Angewandte Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;71.056,36
1.21.22;Museum für Angewandte Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2009;56.000,00
1.21.22;Museum für Angewandte Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2010;30.586,00
1.21.22;Museum für Angewandte Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2011;15.551,00
1.21.22;Museum für Angewandte Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2012;11.000,00
1.21.22;Museum für Angewandte Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2013;9.000,00
1.21.22;Museum für Angewandte Kunst;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;74.974,42
1.21.22;Museum für Angewandte Kunst;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2009;130.000,00
1.21.22;Museum für Angewandte Kunst;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2010;130.000,00
1.21.22;Museum für Angewandte Kunst;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2011;130.000,00
1.21.22;Museum für Angewandte Kunst;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2012;130.000,00
1.21.22;Museum für Angewandte Kunst;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2013;130.000,00
1.21.22;Museum für Angewandte Kunst;E;Privatrechtliche Leistungsentgelte;2008;148.787,50
1.21.22;Museum für Angewandte Kunst;E;Privatrechtliche Leistungsentgelte;2009;205.000,00
1.21.22;Museum für Angewandte Kunst;E;Privatrechtliche Leistungsentgelte;2010;195.000,00
1.21.22;Museum für Angewandte Kunst;E;Privatrechtliche Leistungsentgelte;2011;195.000,00
1.21.22;Museum für Angewandte Kunst;E;Privatrechtliche Leistungsentgelte;2012;195.000,00
1.21.22;Museum für Angewandte Kunst;E;Privatrechtliche Leistungsentgelte;2013;195.000,00
1.21.22;Museum für Angewandte Kunst;E;Sonstige ordentliche Erträge;2008;155.259,99
1.21.22;Museum für Angewandte Kunst;E;Sonstige ordentliche Erträge;2009;118.000,00
1.21.22;Museum für Angewandte Kunst;E;Sonstige ordentliche Erträge;2010;118.000,00
1.21.22;Museum für Angewandte Kunst;E;Sonstige ordentliche Erträge;2011;118.000,00
1.21.22;Museum für Angewandte Kunst;E;Sonstige ordentliche Erträge;2012;118.000,00
1.21.22;Museum für Angewandte Kunst;E;Sonstige ordentliche Erträge;2013;118.000,00
1.21.23;Museum der Weltkulturen;A;Abschreibungen;2008;87.613,42
1.21.23;Museum der Weltkulturen;A;Abschreibungen;2009;71.000,00
1.21.23;Museum der Weltkulturen;A;Abschreibungen;2010;70.168,00
1.21.23;Museum der Weltkulturen;A;Abschreibungen;2011;77.752,00
1.21.23;Museum der Weltkulturen;A;Abschreibungen;2012;72.000,00
1.21.23;Museum der Weltkulturen;A;Abschreibungen;2013;71.000,00
1.21.23;Museum der Weltkulturen;A;Aufwendungen für Sach- und Dienstleistungen;2008;1.591.156,19
1.21.23;Museum der Weltkulturen;A;Aufwendungen für Sach- und Dienstleistungen;2009;1.345.000,00
1.21.23;Museum der Weltkulturen;A;Aufwendungen für Sach- und Dienstleistungen;2010;1.355.000,00
1.21.23;Museum der Weltkulturen;A;Aufwendungen für Sach- und Dienstleistungen;2011;1.355.000,00
1.21.23;Museum der Weltkulturen;A;Aufwendungen für Sach- und Dienstleistungen;2012;1.355.000,00
1.21.23;Museum der Weltkulturen;A;Aufwendungen für Sach- und Dienstleistungen;2013;1.355.000,00
1.21.23;Museum der Weltkulturen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;945,00
1.21.23;Museum der Weltkulturen;A;Außerordentliche Aufwendungen;2008;108,00
1.21.23;Museum der Weltkulturen;A;Personalaufwendungen;2008;961.724,06
1.21.23;Museum der Weltkulturen;A;Personalaufwendungen;2009;953.000,00
1.21.23;Museum der Weltkulturen;A;Personalaufwendungen;2010;1.011.000,00
1.21.23;Museum der Weltkulturen;A;Personalaufwendungen;2011;1.011.000,00
1.21.23;Museum der Weltkulturen;A;Personalaufwendungen;2012;1.011.000,00
1.21.23;Museum der Weltkulturen;A;Personalaufwendungen;2013;1.011.000,00
1.21.23;Museum der Weltkulturen;A;Sonstige ordentliche Aufwendungen;2008;463,16
1.21.23;Museum der Weltkulturen;A;Sonstige ordentliche Aufwendungen;2009;1.000,00
1.21.23;Museum der Weltkulturen;A;Sonstige ordentliche Aufwendungen;2010;1.000,00
1.21.23;Museum der Weltkulturen;A;Sonstige ordentliche Aufwendungen;2011;1.000,00
1.21.23;Museum der Weltkulturen;A;Sonstige ordentliche Aufwendungen;2012;1.000,00
1.21.23;Museum der Weltkulturen;A;Sonstige ordentliche Aufwendungen;2013;1.000,00
1.21.23;Museum der Weltkulturen;A;Versorgungsaufwendungen;2008;208.214,33
1.21.23;Museum der Weltkulturen;A;Versorgungsaufwendungen;2009;225.000,00
1.21.23;Museum der Weltkulturen;A;Versorgungsaufwendungen;2010;181.000,00
1.21.23;Museum der Weltkulturen;A;Versorgungsaufwendungen;2011;188.000,00
1.21.23;Museum der Weltkulturen;A;Versorgungsaufwendungen;2012;188.000,00
1.21.23;Museum der Weltkulturen;A;Versorgungsaufwendungen;2013;188.000,00
1.21.23;Museum der Weltkulturen;E;Außerordentliche Erträge;2008;135,62
1.21.23;Museum der Weltkulturen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;9.537,00
1.21.23;Museum der Weltkulturen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2009;6.000,00
1.21.23;Museum der Weltkulturen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2010;3.319,00
1.21.23;Museum der Weltkulturen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2011;1.020,00
1.21.23;Museum der Weltkulturen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2012;0,00
1.21.23;Museum der Weltkulturen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2013;0,00
1.21.23;Museum der Weltkulturen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;17.867,40
1.21.23;Museum der Weltkulturen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2009;10.000,00
1.21.23;Museum der Weltkulturen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2010;10.000,00
1.21.23;Museum der Weltkulturen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2011;10.000,00
1.21.23;Museum der Weltkulturen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2012;10.000,00
1.21.23;Museum der Weltkulturen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2013;10.000,00
1.21.23;Museum der Weltkulturen;E;Privatrechtliche Leistungsentgelte;2008;80.250,66
1.21.23;Museum der Weltkulturen;E;Privatrechtliche Leistungsentgelte;2009;58.000,00
1.21.23;Museum der Weltkulturen;E;Privatrechtliche Leistungsentgelte;2010;63.000,00
1.21.23;Museum der Weltkulturen;E;Privatrechtliche Leistungsentgelte;2011;63.000,00
1.21.23;Museum der Weltkulturen;E;Privatrechtliche Leistungsentgelte;2012;63.000,00
1.21.23;Museum der Weltkulturen;E;Privatrechtliche Leistungsentgelte;2013;63.000,00
1.21.23;Museum der Weltkulturen;E;Sonstige ordentliche Erträge;2008;41.269,09
1.21.23;Museum der Weltkulturen;E;Sonstige ordentliche Erträge;2009;22.000,00
1.21.23;Museum der Weltkulturen;E;Sonstige ordentliche Erträge;2010;27.000,00
1.21.23;Museum der Weltkulturen;E;Sonstige ordentliche Erträge;2011;27.000,00
1.21.23;Museum der Weltkulturen;E;Sonstige ordentliche Erträge;2012;27.000,00
1.21.23;Museum der Weltkulturen;E;Sonstige ordentliche Erträge;2013;27.000,00
1.21.24;Deutsches Architekturmuseum;A;Abschreibungen;2008;52.267,34
1.21.24;Deutsches Architekturmuseum;A;Abschreibungen;2009;48.000,00
1.21.24;Deutsches Architekturmuseum;A;Abschreibungen;2010;48.625,00
1.21.24;Deutsches Architekturmuseum;A;Abschreibungen;2011;54.202,00
1.21.24;Deutsches Architekturmuseum;A;Abschreibungen;2012;50.000,00
1.21.24;Deutsches Architekturmuseum;A;Abschreibungen;2013;45.000,00
1.21.24;Deutsches Architekturmuseum;A;Aufwendungen für Sach- und Dienstleistungen;2008;2.500.924,10
1.21.24;Deutsches Architekturmuseum;A;Aufwendungen für Sach- und Dienstleistungen;2009;1.580.000,00
1.21.24;Deutsches Architekturmuseum;A;Aufwendungen für Sach- und Dienstleistungen;2010;3.005.000,00
1.21.24;Deutsches Architekturmuseum;A;Aufwendungen für Sach- und Dienstleistungen;2011;2.760.000,00
1.21.24;Deutsches Architekturmuseum;A;Aufwendungen für Sach- und Dienstleistungen;2012;1.680.000,00
1.21.24;Deutsches Architekturmuseum;A;Aufwendungen für Sach- und Dienstleistungen;2013;1.680.000,00
1.21.24;Deutsches Architekturmuseum;A;Außerordentliche Aufwendungen;2008;1.047,14
1.21.24;Deutsches Architekturmuseum;A;Personalaufwendungen;2008;824.341,04
1.21.24;Deutsches Architekturmuseum;A;Personalaufwendungen;2009;852.000,00
1.21.24;Deutsches Architekturmuseum;A;Personalaufwendungen;2010;889.000,00
1.21.24;Deutsches Architekturmuseum;A;Personalaufwendungen;2011;889.000,00
1.21.24;Deutsches Architekturmuseum;A;Personalaufwendungen;2012;889.000,00
1.21.24;Deutsches Architekturmuseum;A;Personalaufwendungen;2013;889.000,00
1.21.24;Deutsches Architekturmuseum;A;Sonstige ordentliche Aufwendungen;2008;570,29
1.21.24;Deutsches Architekturmuseum;A;Sonstige ordentliche Aufwendungen;2009;1.000,00
1.21.24;Deutsches Architekturmuseum;A;Sonstige ordentliche Aufwendungen;2010;1.000,00
1.21.24;Deutsches Architekturmuseum;A;Sonstige ordentliche Aufwendungen;2011;1.000,00
1.21.24;Deutsches Architekturmuseum;A;Sonstige ordentliche Aufwendungen;2012;1.000,00
1.21.24;Deutsches Architekturmuseum;A;Sonstige ordentliche Aufwendungen;2013;1.000,00
1.21.24;Deutsches Architekturmuseum;A;Versorgungsaufwendungen;2008;56.157,60
1.21.24;Deutsches Architekturmuseum;A;Versorgungsaufwendungen;2009;54.000,00
1.21.24;Deutsches Architekturmuseum;A;Versorgungsaufwendungen;2010;79.000,00
1.21.24;Deutsches Architekturmuseum;A;Versorgungsaufwendungen;2011;86.000,00
1.21.24;Deutsches Architekturmuseum;A;Versorgungsaufwendungen;2012;86.000,00
1.21.24;Deutsches Architekturmuseum;A;Versorgungsaufwendungen;2013;86.000,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;22.987,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2009;22.000,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2010;21.656,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2011;21.656,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2012;15.000,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2013;4.000,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;180.673,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2009;270.000,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2010;135.000,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2011;270.000,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2012;270.000,00
1.21.24;Deutsches Architekturmuseum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2013;270.000,00
1.21.24;Deutsches Architekturmuseum;E;Kostenersatzleistungen und -erstattungen;2008;2.499,31
1.21.24;Deutsches Architekturmuseum;E;Privatrechtliche Leistungsentgelte;2008;215.846,25
1.21.24;Deutsches Architekturmuseum;E;Privatrechtliche Leistungsentgelte;2009;150.000,00
1.21.24;Deutsches Architekturmuseum;E;Privatrechtliche Leistungsentgelte;2010;80.000,00
